session_id,user_id,movie_id,watch_date,device_type,watch_duration_minutes,progress_percentage,action,quality,location_country,is_download,user_rating,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,language,country_of_origin,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
session_015622,user_07146,movie_0571,2025-11-09,Laptop,61.9,6.2,completed,HD,Canada,False,TV-MA,brendacarter@example.net,Katherine,Stevens,37.0,Male,Canada,Saskatchewan,Port Michaelmouth,Basic,2023-02-08,True,2.75,Laptop,1.0,2022-11-30 18:32:59.532963,City Princess,Documentary,Family,History,2011,73.0,Japanese,South Korea,,,,,True,2024-11-04,False
session_015622,user_07146,movie_0571,2025-11-09,Laptop,61.9,6.2,completed,HD,Canada,False,TV-MA,brendacarter@example.net,Katherine,Stevens,37.0,Male,Canada,Saskatchewan,Port Michaelmouth,Basic,2023-02-08,True,2.75,Laptop,1.0,2022-11-30 18:32:59.532963,City Princess,Documentary,Family,History,2011,73.0,Japanese,South Korea,,,,,True,2024-11-04,False
session_015624,user_00249,movie_0483,2024-11-09,Laptop,8.1,49.9,paused,SD,USA,False,R,jamie33@example.net,Eric,Wilson,35.0,Female,USA,Illinois,Austinside,Premium,2025-02-16,True,22.56,Smart TV,5.0,2024-06-13 03:33:30.941158,War Journey,Movie,Family,Thriller,2018,170.0,English,USA,1509950.0,9208234.0,,,False,2023-01-26,False
session_015632,user_02835,movie_0262,2025-05-12,Desktop,50.7,45.5,started,SD,Canada,True,TV-G,gutierrezkevin@example.net,Hannah,Odonnell,38.0,Female,USA,Virginia,Amandafort,Premium,2023-04-28,True,13.56,Desktop,,2024-01-20 09:44:13.283625,House Secret,Movie,Sport,,2020,127.0,English,USA,,5863373.0,,,False,2023-02-02,False
session_015634,user_06672,movie_0993,2025-01-03,Desktop,50.4,86.3,stopped,HD,Canada,False,PG,hvelez@example.org,Natalie,Cox,33.0,Female,USA,California,West Michael,Standard,2025-01-05,True,10.46,Tablet,2.0,2024-01-29 15:16:02.038567,Old Phoenix,Stand-up Comedy,Western,,2020,19.0,Spanish,Canada,,,,,False,2025-05-08,False
session_015635,user_02123,movie_0647,2024-09-10,Tablet,12.7,77.7,paused,HD,Canada,False,5.0,christopherhernandez@example.net,Brian,Thompson,39.0,Male,USA,Tennessee,Paulborough,Standard,2023-11-25,True,11.31,Tablet,3.0,2024-08-22 21:10:52.403870,Story Journey,Movie,Music,,2010,159.0,French,France,12844095.0,34444993.0,,,False,2020-10-30,False
session_015636,user_04001,movie_0957,2025-08-30,Mobile,50.9,43.6,started,HD,USA,False,TV-14,maxwellbennett@example.com,Dustin,Pierce,25.0,Male,Canada,Ontario,Reyesberg,Standard,2024-11-19,True,37.08,Laptop,3.0,2023-09-25 02:47:29.734584,Storm Love,Documentary,Sci-Fi,Family,2024,102.0,Italian,Canada,,,,,True,2021-05-24,False
session_015637,user_03090,movie_0828,2025-01-19,Desktop,65.7,67.9,completed,4K,USA,False,PG-13,watsonamanda@example.net,Robert,Lucero,50.0,Male,Canada,Prince Edward Island,New Steven,Premium,2022-11-30,True,15.92,Mobile,2.0,2023-07-02 01:25:30.023514,My Fire,Movie,Sport,Adventure,2010,92.0,English,Canada,6655248.0,12028987.0,,,False,2024-08-27,False
session_015640,user_00050,movie_0219,2024-09-08,Desktop,107.4,61.7,paused,HD,USA,False,NC-17,floresthomas@example.com,Vanessa,Simpson,47.0,Male,USA,Georgia,New Tammy,Premium+,2025-03-12,False,2.01,Smart TV,2.0,2022-11-20 07:50:19.165266,Bright Adventure,Movie,Comedy,,2021,102.0,English,Canada,1852812.0,323259.0,,,True,2025-03-09,False
session_015643,user_07750,movie_0681,2024-02-04,Laptop,50.4,18.6,stopped,HD,USA,True,PG,jessica38@example.org,Calvin,Henry,48.0,Female,USA,Indiana,Kevinmouth,Basic,2025-01-19,False,21.47,Gaming Console,3.0,2025-05-22 22:40:03.176055,A Family,Stand-up Comedy,Thriller,,2015,27.0,Spanish,Canada,,,,,False,2024-11-08,False
session_015646,user_01105,movie_0185,2025-01-29,Desktop,40.0,98.9,completed,HD,Canada,True,TV-G,wnguyen@example.net,Richard,Snyder,39.0,Male,Canada,Manitoba,South Karlastad,Premium,2022-08-08,True,20.94,Desktop,1.0,2025-02-26 08:04:08.656591,King Ice,Documentary,History,,2020,83.0,English,USA,,,,,False,2023-04-29,False
session_015647,user_04859,movie_0547,2025-04-27,Desktop,96.4,60.7,started,4K,USA,True,PG,rogergomez@example.net,Ashley,Mcdowell,22.0,Male,Canada,British Columbia,North Julia,Basic,2024-10-31,True,13.4,Laptop,3.0,2025-06-25 08:17:36.541399,Fire Mission,TV Series,History,,2011,55.0,Italian,South Korea,,,8.0,41.0,True,2025-07-30,False
session_015648,user_03357,movie_0050,2025-04-10,Tablet,324.2,43.0,stopped,4K,USA,False,TV-PG,rrosales@example.com,Sheri,Reed,50.0,Prefer not to say,USA,New York,Lake Melissa,Basic,2025-04-06,True,54.01,Tablet,2.0,2025-05-17 23:51:44.227978,Last Quest,TV Series,Biography,,2015,41.0,French,USA,,,8.0,116.0,False,2023-08-10,False
session_015650,user_05612,movie_0821,2024-04-16,Laptop,56.5,24.5,stopped,4K,Canada,True,NC-17,nlee@example.org,Bruce,Newton,45.0,Male,USA,New York,New Chelsea,Premium,2023-06-05,True,9.13,Tablet,2.0,2023-04-18 05:47:12.644222,Hero King,Movie,Sci-Fi,,2011,109.0,Spanish,USA,821340.0,,,,False,2023-12-20,False
session_015653,user_07193,movie_0724,2025-03-23,Desktop,21.5,40.6,started,SD,USA,True,NC-17,alexisjohnson@example.net,Jacob,Collins,56.0,Other,USA,Washington,New Joanne,Standard,2022-08-15,False,3.02,Mobile,,2024-06-05 21:22:45.469368,War Story,TV Series,War,,2017,26.0,English,USA,,,6.0,93.0,False,2022-01-24,False
session_015654,user_05673,movie_0948,2024-10-22,Smart TV,14.0,9.9,stopped,SD,USA,False,TV-Y,urussell@example.com,Michelle,Gardner,41.0,Male,USA,Tennessee,New Amy,Premium+,2025-03-05,True,21.48,Desktop,2.0,2023-11-22 06:12:50.130756,Little Night,TV Series,History,,2015,52.0,English,USA,,,1.0,164.0,True,2022-11-15,False
session_015657,user_03564,movie_0158,2025-05-07,Mobile,4.8,88.4,paused,4K,USA,False,R,holdenterry@example.org,Holly,Dominguez,24.0,Female,Canada,Nova Scotia,Jimmyview,Premium,2024-11-15,False,2.08,Smart TV,5.0,2025-04-09 00:41:55.084927,Storm Princess,Documentary,War,,2019,110.0,English,USA,,,,,False,2022-02-27,True
session_015659,user_09657,movie_0575,2025-10-24,Desktop,50.9,79.1,completed,HD,Canada,False,5.0,whitneyjessica@example.com,John,Collins,53.0,Male,USA,New Jersey,Jonesshire,Premium,2023-03-20,True,4.29,Laptop,3.0,2024-04-30 14:56:30.541126,City Quest,Documentary,Drama,,2021,86.0,Spanish,South Korea,,,,,False,2024-10-22,False
session_015662,user_09818,movie_0890,2024-01-12,Laptop,51.2,47.3,completed,4K,USA,False,TV-Y7,corey32@example.org,Melinda,Hernandez,47.0,Male,Canada,British Columbia,South Loretta,Standard,2022-09-29,False,12.48,Tablet,3.0,2025-03-28 01:03:20.912089,War Fire,Movie,Music,,2008,14.0,English,USA,9796514.0,9922315.0,,,True,2025-06-07,False
session_015665,user_08124,movie_0774,2024-11-27,Laptop,9.2,53.7,started,HD,Canada,False,TV-PG,bfisher@example.net,Donald,Wheeler,27.0,Male,USA,Tennessee,Amyview,Basic,2025-01-04,False,13.56,Tablet,2.0,2024-07-26 23:05:39.309451,War Adventure,Movie,War,,2015,105.0,English,USA,39546152.0,334149698.0,,,False,2020-12-29,False
session_015666,user_03786,movie_0471,2024-09-27,Smart TV,22.6,91.7,paused,4K,USA,False,G,elizabeth90@example.org,Billy,Serrano,40.0,Male,USA,Ohio,New Gregoryhaven,Standard,2023-01-02,False,28.51,Gaming Console,1.0,2025-01-15 13:56:41.423895,Our Journey,TV Series,Documentary,,2017,45.0,Italian,India,,,8.0,177.0,False,2023-11-19,False
session_015667,user_09538,movie_0903,2025-12-09,Tablet,34.6,50.1,stopped,HD,Canada,True,TV-14,toddgilmore@example.com,Michael,Cardenas,39.0,Female,Canada,Prince Edward Island,New Brad,Premium,2023-09-22,True,15.23,Mobile,3.0,2023-05-16 02:50:11.988744,Secret Battle,Stand-up Comedy,Animation,,2024,63.0,German,USA,,,,,False,2023-08-30,False
session_015668,user_08536,movie_0895,2024-07-25,Smart TV,56.7,44.7,paused,HD,USA,False,4.0,randychavez@example.net,Rita,Sheppard,13.0,Female,USA,Michigan,Garciashire,Premium,2022-08-29,True,4.77,Laptop,4.0,2022-10-05 16:47:07.432151,House War,Movie,Animation,,2014,82.0,English,USA,1647411.0,,,,False,2025-03-18,False
session_015669,user_08728,movie_0093,2025-08-26,Desktop,51.2,92.5,completed,4K,USA,False,R,kaitlyncantu@example.com,Sarah,Tyler,33.0,Female,Canada,Saskatchewan,West Daniel,Basic,2024-06-24,True,6.24,Gaming Console,1.0,2025-05-23 00:43:10.347345,City Queen,Movie,History,Biography,2020,101.0,English,USA,,41795066.0,,,True,2024-03-31,False
session_015670,user_08547,movie_0492,2025-08-15,Mobile,49.6,46.8,started,4K,USA,False,NC-17,rallison@example.org,Ronald,Malone,37.0,Female,USA,Pennsylvania,North Alexandraville,Basic,2023-06-20,False,32.47,Gaming Console,1.0,2024-02-07 07:44:54.645608,Battle Love,TV Series,Documentary,Thriller,2009,54.0,English,Canada,,,13.0,9.0,False,2021-09-14,False
session_015674,user_05692,movie_0724,2024-07-06,Mobile,43.2,79.9,stopped,HD,USA,False,NC-17,snydercharles@example.net,Cynthia,Drake,41.0,Male,USA,Texas,Christopherside,Premium+,2023-09-09,True,18.4,Smart TV,3.0,2024-03-04 07:51:26.932480,War Story,TV Series,War,,2017,26.0,English,USA,,,6.0,93.0,False,2022-01-24,False
session_015676,user_00527,movie_0539,2024-12-28,Desktop,24.0,86.2,completed,HD,Canada,False,TV-Y,hjackson@example.org,Stephanie,Howard,15.0,Male,USA,New Jersey,West Sandraland,Premium,2024-05-25,False,63.34,Desktop,6.0,2023-11-15 17:27:12.153865,Queen Queen,Movie,Family,,2021,106.0,English,USA,,5088419.0,,,True,2021-03-18,False
session_015680,user_02283,movie_0417,2024-12-19,Desktop,65.5,22.5,started,HD,Canada,False,PG-13,jeremy09@example.com,Hannah,Snyder,46.0,Female,Canada,Manitoba,Phillipsburgh,Premium,2023-03-21,True,5.32,Tablet,2.0,2023-12-13 08:13:38.846621,Dragon Day,Documentary,Western,,2011,91.0,English,USA,,,,,False,2023-06-07,False
session_015682,user_03361,movie_0480,2025-11-12,Laptop,99.4,5.9,paused,HD,USA,False,TV-G,francisstacy@example.net,Dawn,Smith,54.0,Female,USA,Ohio,Ashleyview,Premium,2024-04-27,True,4.94,Mobile,1.0,2023-08-07 04:48:08.650091,Princess Secret,Movie,History,Comedy,2013,118.0,English,USA,25930822.0,32785848.0,,,False,2025-07-21,False
session_015684,user_08113,movie_0995,2025-02-10,Smart TV,51.2,85.7,stopped,HD,USA,False,TV-PG,smithmegan@example.org,Sean,Jones,30.0,Male,USA,New York,Port Richardstad,Standard,2022-08-11,True,20.66,Laptop,1.0,2024-11-25 20:17:32.881361,Big Day,Movie,Horror,,2024,185.0,Japanese,South Korea,436936.0,25050655.0,,,False,2024-01-13,False
session_015687,user_05470,movie_0641,2025-09-17,Desktop,56.7,66.5,stopped,HD,USA,False,R,walvarez@example.com,Vicki,Jones,8.0,Female,USA,Pennsylvania,South Ericastad,Standard,2024-08-19,True,13.4,Mobile,2.0,2023-04-20 14:57:32.889118,First Dream,TV Series,Thriller,Thriller,2023,62.0,English,USA,,,12.0,54.0,True,2025-01-29,False
session_015690,user_09158,movie_0740,2025-09-01,Smart TV,62.3,97.7,completed,HD,USA,False,4.0,madelinejones@example.com,Allen,Kaiser,57.0,Male,USA,Ohio,New Ryan,Premium,2023-01-31,True,35.07,Gaming Console,3.0,2023-05-14 19:19:21.126646,City Mystery,Movie,Animation,,2011,119.0,German,USA,1882096.0,,,,False,2023-07-31,False
session_015692,user_08815,movie_0630,2025-01-24,Smart TV,202.5,57.9,started,HD,USA,True,TV-G,ernest90@example.net,Teresa,Jones,21.0,Male,Canada,Nova Scotia,Courtneyfurt,Premium,2023-03-14,True,10.97,Smart TV,2.0,2022-12-08 02:42:56.555017,War Secret,Documentary,Sport,War,2024,56.0,Japanese,USA,,,,,True,2024-04-15,False
session_015695,user_04727,movie_0316,2025-05-09,Desktop,25.2,17.1,completed,4K,USA,False,NC-17,xjohnson@example.net,Rose,Calhoun,36.0,Female,USA,Washington,Port Ericafurt,Premium,2023-07-05,True,8.83,Tablet,4.0,2023-11-14 13:47:59.311249,Mystery Kingdom,Movie,History,,2018,119.0,Hindi,USA,,,,,False,2024-03-25,False
session_015700,user_08584,movie_0649,2024-03-17,Smart TV,160.8,1.3,completed,SD,USA,False,TV-Y7,watsonedward@example.org,Gregory,Flores,37.0,Male,USA,Georgia,New Maria,Premium,2022-08-02,False,1.12,Desktop,,2023-05-16 08:06:56.857216,King Battle,TV Series,War,Sport,2014,52.0,Spanish,UK,,,6.0,45.0,False,2023-02-22,False
session_015702,user_02408,movie_0572,2024-01-02,Desktop,48.2,4.4,completed,HD,Canada,False,3.0,bmedina@example.org,Valerie,Mcmillan,32.0,Female,Canada,Nova Scotia,Port Kimberlyton,Basic,2022-10-12,True,4.65,Mobile,2.0,2023-05-12 01:07:34.276070,Dream Secret,TV Series,Documentary,Sci-Fi,2024,33.0,English,UK,,,8.0,105.0,False,2021-06-08,False
session_015703,user_04865,movie_0699,2024-12-18,Mobile,51.7,50.1,stopped,HD,Canada,False,PG,daniellejones@example.org,Alexis,Hammond,39.0,Male,USA,Tennessee,Lucasville,Premium,2022-10-26,True,6.69,Mobile,3.0,2023-08-31 10:46:07.054382,Our King,TV Series,Western,Family,2007,22.0,English,Canada,,,4.0,151.0,False,2022-07-22,False
session_015709,user_09440,movie_0770,2025-01-28,Desktop,45.8,61.0,completed,4K,USA,True,TV-G,jamesrush@example.net,Julia,Novak,50.0,Prefer not to say,USA,Florida,North Jason,Standard,2023-09-20,True,16.47,Laptop,2.0,2022-08-18 09:40:08.723171,Kingdom Dream,Limited Series,Family,Drama,2008,30.0,English,USA,,,8.0,90.0,False,2022-09-27,False
session_015710,user_08316,movie_0011,2025-08-29,Laptop,87.3,1.3,stopped,4K,Canada,False,R,martinezwilliam@example.org,James,Miller,42.0,Female,Canada,Ontario,North Williamview,Premium,2023-10-21,False,4.89,Smart TV,3.0,2024-11-22 17:50:10.610040,Day Dream,Movie,Western,,2022,148.0,English,USA,16018207.0,,,,True,2025-06-02,False
session_015715,user_05255,movie_0904,2025-01-18,Tablet,10.6,68.6,completed,HD,USA,False,PG-13,frankmorales@example.org,Samuel,Tanner,40.0,Female,USA,Georgia,Jeffreyberg,Standard,2024-03-19,True,40.28,Gaming Console,,2023-08-29 07:47:17.311406,Battle Mission,Movie,Biography,,2007,106.0,Hindi,USA,15460729.0,12117921.0,,,False,2023-07-20,False
session_015716,user_03199,movie_0047,2024-07-26,Smart TV,81.1,99.9,stopped,HD,USA,True,PG,hernandezamanda@example.org,Benjamin,Huang,46.0,Male,USA,Florida,Ortizland,Standard,2024-04-07,True,11.28,Laptop,6.0,2024-12-22 10:26:32.007907,Day Journey,TV Series,Thriller,,2008,47.0,English,Japan,,,9.0,54.0,False,2020-12-15,False
session_015725,user_04759,movie_0718,2025-09-24,Tablet,114.2,65.9,completed,HD,Canada,False,TV-MA,brownronnie@example.net,Brad,Wilcox,15.0,Male,USA,New York,Lake Kristenburgh,Premium,2023-01-01,False,4.08,Gaming Console,2.0,2023-08-24 16:35:46.499907,Mystery Dream,TV Series,Sci-Fi,,2018,35.0,French,USA,,,7.0,66.0,False,2025-04-22,False
session_015727,user_08917,movie_0585,2025-10-24,Desktop,91.2,28.8,stopped,4K,Canada,False,G,ianmurray@example.net,Daniel,Jordan,25.0,Female,USA,North Carolina,Simpsonshire,Standard,2024-03-06,True,34.98,Mobile,2.0,2024-12-18 23:33:52.030733,Quest Battle,TV Series,Comedy,,2023,59.0,Spanish,USA,,,6.0,101.0,False,2020-11-25,False
session_015728,user_00376,movie_0830,2025-05-25,Desktop,49.9,98.2,started,HD,Canada,False,TV-MA,uhudson@example.net,Lindsey,Vazquez,45.0,Female,Canada,New Brunswick,Tylermouth,Premium,2024-06-05,True,4.74,Desktop,3.0,2025-06-30 07:00:18.995043,Storm Mystery,Movie,Comedy,,2019,144.0,French,USA,29920808.0,476337.0,,,False,2023-09-25,False
session_015731,user_03860,movie_0017,2024-02-02,Tablet,162.9,90.0,started,SD,USA,False,NC-17,frank67@example.org,Sean,Mcbride,53.0,Male,Canada,Prince Edward Island,New Theresa,Standard,2023-10-02,True,1.49,Laptop,1.0,2022-10-08 16:55:07.950058,Kingdom Battle,Stand-up Comedy,War,,2018,72.0,Italian,UK,,,,,True,2021-10-13,False
session_015734,user_00257,movie_0163,2025-12-06,Laptop,487.0,88.1,stopped,HD,USA,False,TV-PG,ebonyshepard@example.net,Jason,Garcia,47.0,Female,USA,Ohio,Kelleytown,Standard,2024-02-27,True,13.96,Smart TV,4.0,2022-11-24 22:43:35.625838,Bright War,Movie,Comedy,,2015,85.0,English,USA,503735.0,58761541.0,,,False,2021-01-10,True
session_015736,user_00051,movie_0883,2025-05-15,Mobile,83.7,56.7,stopped,4K,USA,False,3.0,bowenrobert@example.net,Charles,Morgan,24.0,Other,USA,Washington,Port Markside,Premium,2025-06-12,False,19.09,Smart TV,2.0,2025-03-15 22:59:33.712787,An Mission,TV Series,Mystery,,2008,17.0,English,India,,,2.0,156.0,False,2021-09-22,False
session_015739,user_00595,movie_0986,2024-03-15,Mobile,244.4,91.1,completed,HD,USA,False,NC-17,jamesmartin@example.net,Christopher,Soto,38.0,Female,Canada,Newfoundland and Labrador,North Lisa,Premium,2023-08-31,True,7.5,Gaming Console,4.0,2024-04-16 18:18:20.544726,Love Day,TV Series,Horror,,2022,37.0,English,USA,,,10.0,153.0,False,2023-03-26,False
session_015740,user_04732,movie_0626,2024-08-27,Desktop,51.7,29.7,completed,4K,USA,False,NC-17,flemingvickie@example.com,Joshua,Bailey,21.0,Female,USA,Wisconsin,South Juliefort,Premium,2023-05-02,True,19.18,Tablet,6.0,2024-08-11 04:59:56.141526,Journey Mystery,Movie,Western,,2009,21.0,English,South Korea,350706.0,146051.0,,,False,2025-03-18,False
session_015741,user_03874,movie_0418,2025-06-29,Tablet,40.4,14.1,paused,Ultra HD,USA,False,TV-14,michellegolden@example.net,David,Malone,38.0,Male,USA,Ohio,Port Angelatown,Standard,2024-11-23,False,12.69,Tablet,6.0,2022-11-24 13:56:01.801551,Big Story,Movie,Western,,2020,146.0,English,UK,2059746.0,,,,False,2020-10-15,False
session_015743,user_05749,movie_0382,2024-10-22,Tablet,109.4,99.3,stopped,HD,USA,False,4.0,ghopkins@example.org,Anna,Roth,35.0,Male,Canada,Newfoundland and Labrador,West Michaelshire,Premium,2023-05-30,True,9.08,Mobile,4.0,2025-02-10 22:49:49.638882,Love Empire,Documentary,War,War,2012,66.0,English,Canada,,,,,False,2021-10-10,True
session_015745,user_01477,movie_0376,2024-09-26,Laptop,31.3,98.2,completed,4K,USA,False,2.0,martinezamber@example.org,Michael,Summers,43.0,Female,USA,Virginia,Jesusmouth,Basic,2023-03-28,True,4.26,Gaming Console,2.0,2024-05-24 21:47:08.643877,City Legend,Movie,Family,Animation,2021,106.0,English,USA,102041972.0,,,,False,2023-06-21,False
session_015745,user_01477,movie_0376,2024-09-26,Laptop,31.3,98.2,completed,4K,USA,False,2.0,martinezamber@example.org,Michael,Summers,43.0,Female,USA,Virginia,Jesusmouth,Basic,2023-03-28,True,4.26,Gaming Console,2.0,2024-05-24 21:47:08.643877,City Legend,Movie,Family,Animation,2021,106.0,English,USA,102041972.0,,,,False,2023-06-21,False
session_015747,user_08033,movie_0966,2024-06-06,Mobile,41.0,45.5,started,SD,USA,False,TV-G,millerdalton@example.net,Samantha,Estes,26.0,Prefer not to say,USA,North Carolina,Lake Nicoleshire,Basic,2024-02-22,True,3.11,Gaming Console,2.0,2025-02-14 12:32:20.422601,A Adventure,Stand-up Comedy,Crime,,2024,70.0,English,USA,,,,,False,2024-01-20,False
session_015751,user_09857,movie_0782,2025-04-26,Desktop,67.5,1.6,stopped,4K,Canada,False,R,agibson@example.net,Keith,Hawkins,55.0,Male,Canada,Alberta,West Brandon,Premium,2024-02-27,True,13.56,Desktop,4.0,2025-03-31 05:49:38.035624,Last Princess,Movie,Crime,,2020,98.0,Hindi,France,,131032034.0,,,True,2023-12-21,True
session_015756,user_04046,movie_0936,2024-05-29,Tablet,51.2,46.0,started,SD,USA,False,G,colemanchristine@example.org,Kristen,Wells,36.0,Female,USA,Florida,Madelineland,Basic,2023-11-16,True,9.27,Tablet,4.0,2023-03-23 05:42:58.017342,Quest Empire,Movie,Family,Crime,2019,85.0,English,USA,,212795.0,,,False,2024-12-04,True
session_015757,user_02234,movie_0411,2024-01-15,Mobile,38.3,42.5,completed,HD,USA,False,TV-Y,imontes@example.net,Jeffrey,Hall,16.0,Female,USA,North Carolina,Morrisonburgh,Basic,2023-09-05,True,4.1,Desktop,2.0,2023-09-24 13:32:23.692837,Dream Dream,Movie,Music,Romance,2013,126.0,Japanese,USA,,5867475.0,,,False,2025-03-15,True
session_015758,user_08118,movie_0961,2025-04-07,Smart TV,51.2,32.1,completed,HD,USA,True,TV-Y7,jhawkins@example.com,Dillon,Rios,42.0,Female,USA,Wisconsin,Pottsshire,Premium,2025-05-07,True,13.33,Laptop,,2023-06-12 03:57:27.471373,Story Mystery,Movie,Fantasy,,2014,115.0,Spanish,South Korea,,341983926.0,,,True,2025-04-30,False
session_015759,user_06360,movie_0701,2025-10-09,Desktop,99.8,96.1,paused,4K,USA,False,NC-17,randyhayes@example.net,Marissa,Wiggins,24.0,Male,Canada,Saskatchewan,East Scottshire,Standard,2024-06-12,True,3.16,Desktop,2.0,2024-08-16 21:15:36.596498,Adventure Mission,Limited Series,Animation,History,2012,74.0,Hindi,Canada,,,2.0,197.0,False,2024-05-08,False
session_015760,user_04198,movie_0604,2024-05-04,Smart TV,51.7,56.1,completed,HD,Canada,True,TV-MA,gpage@example.com,Colleen,Thompson,39.0,Female,USA,Tennessee,Jonesport,Standard,2022-08-25,True,6.66,Tablet,5.0,2022-12-17 23:36:05.690065,Empire War,TV Series,Western,,2019,42.0,English,USA,,,14.0,112.0,False,2021-08-22,True
session_015763,user_09333,movie_0664,2025-07-23,Desktop,13.6,13.6,started,HD,USA,True,TV-G,andrewacosta@example.com,Natalie,Williams,28.0,Male,Canada,Ontario,Deniseport,Basic,2024-04-28,True,17.47,Laptop,3.0,2023-11-07 06:50:47.601497,An Princess,Movie,History,Horror,2020,107.0,English,USA,65169386.0,16858783.0,,,False,2021-08-23,False
session_015764,user_00616,movie_0027,2024-04-17,Tablet,50.4,33.8,started,4K,USA,True,PG-13,ihall@example.net,Kimberly,Craig,37.0,Female,Canada,Ontario,Lauramouth,Basic,2022-12-09,True,2.22,Laptop,4.0,2023-11-07 09:26:28.195190,House House,Stand-up Comedy,Western,,2012,60.0,English,South Korea,,,,,True,2021-09-19,False
session_015768,user_02340,movie_0362,2024-12-11,Desktop,71.3,22.8,started,HD,USA,False,TV-Y,hkim@example.net,Samantha,Lloyd,36.0,Female,Canada,Saskatchewan,Freemanland,Premium,2024-12-24,True,6.14,Desktop,2.0,2024-03-31 06:14:05.209823,Bright Phoenix,Documentary,Drama,,2021,84.0,English,UK,,,,,True,2023-05-09,False
session_015774,user_06006,movie_0219,2024-02-03,Tablet,53.5,71.0,paused,SD,Canada,False,4.0,ylee@example.com,Gilbert,Wilson,37.0,Male,Canada,Saskatchewan,North Joshua,Standard,2022-11-05,True,1.93,Tablet,,2024-04-24 18:03:00.738631,Bright Adventure,Movie,Comedy,,2021,102.0,English,Canada,1852812.0,323259.0,,,True,2025-03-09,False
session_015775,user_02272,movie_0699,2025-12-28,Smart TV,38.8,24.0,paused,HD,USA,False,4.0,samantha66@example.com,Calvin,Mitchell,34.0,Female,USA,New Jersey,Jacobbury,Premium+,2025-06-04,True,12.89,Tablet,1.0,2024-04-30 02:57:08.726296,Our King,TV Series,Western,Family,2007,22.0,English,Canada,,,4.0,151.0,False,2022-07-22,False
session_015777,user_01008,movie_0076,2025-12-09,Mobile,51.2,60.4,started,4K,Canada,False,G,adam17@example.net,Eugene,Love,30.0,Female,Canada,Nova Scotia,East Victorialand,Standard,2025-05-29,True,18.47,Gaming Console,5.0,2022-08-09 21:58:17.320076,Empire Battle,Movie,Family,Documentary,2023,108.0,English,USA,20837483.0,4643156.0,,,True,2023-05-30,False
session_015779,user_00110,movie_0481,2025-05-23,Smart TV,82.6,50.1,stopped,HD,USA,False,TV-Y7,justin88@example.com,Melissa,Nelson,49.0,Female,Canada,Quebec,Franciscomouth,Standard,2024-09-27,True,38.06,Smart TV,6.0,2024-10-18 04:44:21.382774,Ice Story,Movie,War,,2021,122.0,English,UK,,9899916.0,,,False,2024-09-05,True
session_015780,user_02772,movie_0697,2025-11-05,Mobile,17.4,74.8,stopped,HD,USA,False,TV-MA,kristin83@example.com,Tiffany,Chapman,37.0,Female,USA,Arizona,South Steven,Standard,2024-08-30,True,5.62,Desktop,,2025-03-31 02:14:55.173675,Journey Fire,TV Series,Music,,2015,38.0,Italian,South Korea,,,5.0,65.0,False,2020-08-15,False
session_015781,user_03884,movie_0354,2024-04-17,Tablet,113.1,59.6,paused,SD,USA,False,5.0,martinkristen@example.com,Jessica,Wood,23.0,Female,USA,Texas,East Jacquelineton,Standard,2023-03-01,True,6.46,Desktop,,2023-10-15 11:48:04.821740,New Adventure,Documentary,Adventure,Thriller,2010,85.0,Spanish,USA,,,,,False,2021-01-20,False
session_015783,user_05519,movie_0779,2025-01-17,Smart TV,45.6,48.6,paused,HD,USA,True,TV-MA,justin82@example.net,April,Wilson,41.0,Male,Canada,British Columbia,Port Stacey,Basic,2024-11-17,False,6.48,Desktop,,2023-01-12 10:17:15.206952,New Family,Stand-up Comedy,Family,Family,2023,70.0,English,South Korea,,,,,False,2022-12-14,False
session_015788,user_00959,movie_0743,2024-03-01,Desktop,38.0,34.7,started,HD,USA,False,PG,james39@example.com,Lynn,Weeks,26.0,Female,USA,Missouri,Kimberg,Premium,2023-08-24,True,8.55,Desktop,2.0,2024-02-28 21:39:50.833088,Phoenix City,Documentary,Documentary,,2015,68.0,Korean,Japan,,,,,True,2023-05-29,False
session_015797,user_08259,movie_0854,2025-11-10,Desktop,59.2,50.0,completed,HD,Canada,False,PG-13,virginiaperez@example.net,Christopher,Short,37.0,Male,Canada,Nova Scotia,Gallegosborough,Standard,2024-11-21,True,13.56,Mobile,2.0,2023-02-27 07:29:56.171354,Dark House,Movie,Fantasy,,2012,117.0,English,USA,859774.0,,,,True,2024-07-16,False
session_015798,user_09027,movie_0742,2024-02-15,Laptop,117.6,87.5,stopped,SD,USA,False,TV-MA,karenpacheco@example.org,Charles,Peterson,29.0,Female,USA,New York,West Travis,Standard,2022-10-06,True,8.58,Mobile,2.0,2025-06-03 15:35:24.814967,Battle City,Movie,Thriller,,2009,117.0,English,USA,4127966.0,782958.0,,,False,2024-10-16,False
